symbol,title,link,provider,scraped_at,vader_sentiment,finbert_sentiment,headline_date,date,close,date_next,close_next,label
AAPL,"Tech Executives Are Starting to Talk Tariffs. What It May Mean for Apple, Amazon Earnings.",https://finance.yahoo.com/m/83d3b57f-0b78-3abb-b555-be68b8ab8ebb/tech-executives-are-starting.html,Barrons.com,2025-04-26 22:25:59.698108,positive,neutral,2025-04-25,2025-04-25,209.27999877929688,2025-04-25,208.3699951171875,0
AAPL,Trump Administration Pressures Europe to Ditch AI Rulebook,https://finance.yahoo.com/news/trump-administration-pressures-europe-ditch-171051001.html,Bloomberg,2025-04-26 22:25:59.698108,negative,neutral,2025-04-25,2025-04-25,209.27999877929688,2025-04-25,208.3699951171875,0
AAPL,Now Streaming Analysts boost Netflix targets after Q1 beat,https://finance.yahoo.com/news/now-streaming-analysts-boost-netflix-164601873.html,TipRanks,2025-04-26 22:25:59.698108,positive,positive,2025-04-25,2025-04-25,209.27999877929688,2025-04-25,208.3699951171875,0
AAPL,"China weighs U.S. tariff exemptions, Alphabet reports Q1 beat Morning Buzz",https://finance.yahoo.com/news/china-weighs-u-tariff-exemptions-162055045.html,TipRanks,2025-04-26 22:25:59.698108,neutral,positive,2025-04-25,2025-04-25,209.27999877929688,2025-04-25,208.3699951171875,0
AAPL,Apple Inc. AAPL Backed by Strong Survey Results Amid Tough Market Conditions,https://finance.yahoo.com/news/apple-inc-aapl-backed-strong-150506916.html,Insider Monkey,2025-04-26 22:25:59.698108,positive,positive,2025-04-25,2025-04-25,209.27999877929688,2025-04-25,208.3699951171875,0
AAPL,Morningstar A Weekly Summary of Stock Ideas and Developments in the Companies We Cover,https://finance.yahoo.com/m/f440b88f-3a4c-3d53-ac2d-bfb2c1394bba/morningstar-%7C-a-weekly.html,Morningstar Research,2025-04-26 22:25:59.698108,neutral,neutral,2025-04-25,2025-04-25,209.27999877929688,2025-04-25,208.3699951171875,0
AAPL,"Pope Francis Modernized the Vaticans Investment Program, With Some Caveats",https://finance.yahoo.com/m/d2da1e35-fb17-38f2-b733-cff23e17cf17/pope-francis-modernized-the.html,Barrons.com,2025-04-26 22:25:59.698108,neutral,neutral,2025-04-25,2025-04-25,209.27999877929688,2025-04-25,208.3699951171875,0
AAPL,"Mag 7 earnings, PCE data, April jobs report What to Watch",https://finance.yahoo.com/video/mag-7-earnings-pce-data-230000022.html,Yahoo Finance Video,2025-04-26 22:25:59.698108,neutral,neutral,2025-04-25,2025-04-25,209.27999877929688,2025-04-25,208.3699951171875,0
